speed,direction
28.8,98.16
26.41,97
30.28,97.16
27.48,95.66
25.95,96.16
27.61,93.66
28.13,98
26.08,97.16
27.75,100.33
28.51,101.16
27.76,101
29.51,100.33
29.41,98.5
26.1,93.66
25.21,92.83
26.33,96.66
27.46,97.16
29.16,98.5
30.35,100.16
29.76,98.83
30.93,100.5
30.15,100
28.53,98.5
28.96,100.83
28.8,99.33
26.51,96.16
26.9,94.5
26.9,95.16
24.85,96.33
21.78,99.5
20.91,98
21.26,99.83
21.23,98.33
21.2,97.83
24,97.16
25.96,94
28.01,92.16
26.754739,90.16
26.36,91.16
26.36,90.83
21.76,92.33
22.23,87.66
23.63,90.16
26.01,93.83
27.06,93.5
28.43,91.33
27.95,91.33
27,90.33
25.15,90.66
24.88,92.83
24.26,96.66
23.03,97.5
22.36,94.33
20.23,99.5
17.91,98.83
18.13,99.5
15.95,101.33
17.31,99.16
17.31,99.5
21.4,97.66
24.43,91.5
23.55,86.33
21.6,90.16
20.48,88.16
22.31,92.16
23.55,97.83
24.03,101
24.36,102.33
24.95,103.83
25.41,102.83
23.55,101.5
23.95,104.66
23.4,103.16
23.23,102.5
22.98,100.33
22.05,101
20.76,97.5
18.5,96.16
15.66,95.83
17.55,94.5
21.83,97.66
22.21,98.33
23.6,98.16
22.81,97.66
21.61,100.33
21.06,102
19,102.5
16.4,101.16
15.78,102.33
12.5,103
11.9,103
12.28,103
14.45,103
16.08,101.5
19.01,96.83
18.15,100.66
18.7,103
17.48,102.16
17.81,100.5
15.85,105.16
14.2,111.66
14.2,108.16
15.6,100.66
15.18,100
17.86,94.5
17.63,99
21.45,101
19.76,100.33
16.81,97.16
19.48,99.16
16.5,97.16
16.33,98.16
15.06,98.33
12.05,98.5
12.33,99
11.03,99
11.6,99
12.05,98.5
14.28,99.5
13.41,101.66
12.55,100.83
12.56,107.66
12.33,110.16
13.66,111.5
12.8,110.33
14,109.16
12.58,115.16
11.03,114.66
11.23,103.83
3.542598,97
4.71,70
4.71,60.16
5.3,42.5
5.56,54.5
4.35,72.33
15.230983,92.66
12.76,99.5
12.76,87.66
11.43,82.16
7.75,82
7.7,83.5
6.61,79.5
10.6,93.16
13.01,102.66
11.75,105.66
11.1,111.33
10.48,117.83
10.41,121
9.9,122.66
9.51,126.83
10.5,123.66
11.55,114.66
13.3,104.66
14.43,96.16
12.68,92.16
5.233708,58.83
6.477532,68.33
6.323699,86.16
4.566306,76.33
7.390145,48.33
7.46,56.66
7.46,69.5
9.96,82
15.15,95.16
17.26,99.5
16.58,96.5
15.95,102.5
16.68,106.83
16.9,107.66
17.63,108.83
16.08,111.83
14.58,115.5
14.46,114.16
12.68,117.33
9.55,122.66
9.13,122.66
11.11,117.16
12.4,107.5
16.33,101
3.542598,76.33
5.98,62.66
5.98,56.66
5.81,47.33
6.63,148.16
3.35,252.16
7.78,99.16454
11.96,60.83
6.78,60.83
11.26,85
11.96,89.33
16.03,98.16
19.16,103.83
16.66,90.16
13,142.66
15.31,111.66
14.4,115.16
11.63,124.33
8.13,139.83
8.08,134.66
6.68,130
6.48,115
9.73,112
12.66,92
5.233708,33.5
6.477532,67.83
4.75902,92.83
4.73,124.16
4.73,105.33
7.53,55
5.31,55.83
5.11,64
4.53,178.89211
2.91,178.89211
4.25,111.002864
7.91,89.5
12.26,89.5
13.71,86
16.76,95.5
11.75,96.16
14.5,109.16
12.6,113
11.1,121.66
11.03,120
10.45,120.5
14.6,108
7.381058,101.83
10.86,68
10.86,102.83
16.05,104.33
18.2,96.66
15.33,103.33
15.230983,95.83
16.48,99
16.48,101.16
13.51,101.16
16.05,101.16
16.53,100
18.2,100.83
15.35,106.33
15.58,102.66
15.11,99
18.2,101.66
15.48,101.83
11.05,108
8,128.16
7.05,123.5
5.11,136.16
6.86,112.66
8.2,98.83
10.51,102.5
12.86,106
14.98,105.16
16.33,98.83
15.38,103.16
14.35,100.5
10.85,97.16
7.18,86.66
8.73,97.33
10.01,99.5
8.68,98
9.98,98
11.48,98.83
12.55,102.33
12.21,99.33
12.1,101.33
11.5,106.66
10.21,110.33
11.31,115.66
11.18,118
9.36,125
8.31,126
6.83,118.66
7.15,109.66
7.4,113.16
8.41,105
8.18,99.66
8.55,99.16
8.23,97.33
4.55,136.66
2.51,160.33
5.57,95.33
3.21,95.83
4.22,96
10.070135,92.5
7.27,91
7.27,74.33
4.49,71.83
5.98,87.66
8.97,103
12.78,109
14.62,103.33
13.47,102.16
11,104.83
9.81,117
8.19,121.83
8.6,106
11.44,101.33
16.37,101.16
15.58,107.16
17.62,105.66
18.09,104
17.91,102.5
17.93,101.5
18.91,103
18.39,103.83
18.42,103.5
19.39,103.66
20.04,102.33
20.62,103.66
20.49,103.66
20.77,106.5
22.83,105.83
22.81,102.83
21.49,103.66
22.4,103.83
19.47,104.33
19.94,102.83
19.95,101.33
21.52,101.66
23.71,98.66
23.71,97.33
23.04,101.66
25.49,103.5
26.62,103
25.33,101.5
24.38,96
20.58,93.33
16.65,82
20.91,91.33
22.75,96.16
24.75,97.83
25.87,100.5
26.43,101.33
26.53,103.33
28.15,104
28.7,101.33
27.84,101
26.9,98
26.16,101.5
24.28,104.33
23.95,102.66
23.06,104.66
23.52,103.83
22.93,103.66
24.21,106.66
24.98,105.83
25.42,103
24.16,100.5
24.29,103.83
23.96,104.16
22.99,105.33
22.69,104
21.98,103.83
22.47,103.5
21.76,104
23.15,104.66
22.06,103.33
22.35,105.83
22.76,106.33
23.11,107.66
24.15,108
24.5,104.66
24.06,104.33
22.67,104
21.3,104.5
20.98,106.5
20.75,107.16
20.79,109
21.38,105.66
19.88,105.5
19.72,106.33
19.08,103.5
19.14,104.33
18.94,104
20.1,103.83
19.9,104.5
18.23,104
18.15,102.5
19.75,103
22.85,106
23.13,107.33
22.43,107.83
20.36,106.66
18.7,110.5
18.23,111.16
21.28,107.66
22.08,103.83
21.03,107.16
20.5,107.66
18.73,110.5
19.45,102.83
20.46,100.33
22.38,100.33
21.45,101.5
22.08,102
24.48,101.66
25.18,97.66
22.75,98.33
21.11,98
19.5,97.16
20.83,99.33
18.23,101
16.33,100.33
15.25,94.66
18.6,101.5
19.65,103.83
20.78,107.5
20.73,102.83
20.58,103.33
17.93,102.33
16.38,104
15.9,103.5
14.96,107.16
12.63,116.16
11.56,116.16
9.01,117
11.33,109.5
15.08,106
18.6,105
13.818784,104.5
6.323699,84.16
7.381058,95.5
8.11,70
8.11,75.66
7.55,83.5
3.4,78.16
3.11,50.83
13.818784,75.66
13.818784,86.16
21.117618,99.33
23.43,101.5
23.43,103.66
20.48,104.66
16.28,106.66
16.85,110.33
17.43,113.5
16.43,112.66
17.05,105
14.16,112.16
13.15,110.33
12.3,109.33
13.26,102.33
14.01,98.33
17.56,100.16
21.11,102
18.98,102
16.56,102.83
16.13,99.16
17.16,102.33
20.85,101
24.86,101.16
23.38,99.33
23.26,98
23.66,98.16
21.21,99.33
19.48,101.5
18.38,100.16
19.23,101.5
17.3,105.5
16.98,99.66
17.3,100.16
17.86,100.83
18.61,98.83
17.91,96
19.35,95.5
20.66,98.33
23.21,101.16
24.43,104
24.3,102.5
25.33,102.33
24.98,100.33
24.03,102.5
24.95,106.5
24.48,106.66
24.63,107.5
23.23,104.66
24.13,104.33
23.91,100.83
24.36,103.66
24.06,105
23.48,106.66
22.91,103.66
23.26,102.83
22.21,104
21.2,104.5
19.95,103.83
21,101.5
20.55,100.66
21.65,101.5
21.2,104.33
20.96,102.83
21.5,103.83
22.18,103.83
22.1,101.83
21.68,104.5
21.63,103.5
19.6,102.16
17.63,100.5
17.63,102.33
15.4,98
16.16,98.33
17.23,102.83
16.76,103.83
18.35,105.83
19.56,106.33
20.88,105.5
20.28,107.33
19.73,104.83
16.56,100.83
16.78,106.16
16.9,108.83
17.75,105.5
18.41,101.83
19.71,100.5
22.43,98.5
23.15,101
23.6,102.5
22.15,101.5
23.66,102
23.36,101.83
23.21,103.33
22.95,104
23.66,103.66
23.35,101.33
24.6,101.5
24.56,99.83
24.58,100.66
23.98,101.16
25.03,100.66
24.73,100.5
24.21,101.66
23.36,106.16
21.9,108
21.98,104.5
22.01,103
23.8,104.5
24.38,104.66
24.56,105.33
25.71,104.83
26.01,102.5
26.21,101.16
26.5,100.66
25.9,100.66
25.5,98
25.76,98.33
25.8,98
26.28,97.33
26.76,97.66
26.43,98.33
26.01,97.66
24.88,98.5
25.5,97.66
23.83,99.33
25.5,95.66
26,96.5
22.83,100.66
23.43,101.66
24.5,98.83
22.76,100.33
21.5,104.66
21.16,104.66
22.41,102.83
26.03,104.33
25.56,99.66
26.23,99.83
27.13,104.16
27.58,100.5
28.25,99.33
26.96,99.66
26.5,100
26.61,98.33
25.16,99.33
24.5,98.33
24.53,99.5
24.6,98.66
23.5,99.66
25.21,101.66
25.73,102.83
24.81,103.83
22.91,99.33
22.55,99.66
22.55,100.33
23.6,100.33
15.230983,102
17.9,93.66
17.9,97.5
15.73,91.5
18.51,103
17.76,96.33
17.33,94.5
17.11,102.16
17.4,97.66
18.11,100.66
18.95,102.5
19.6,100.83
18.91,101.5
21.4,100.66
20.75,103
18.96,105.16
19.1,101.66
19.93,95.83
18.98,100.33
16.7,106.5
15.96,101.5
13.11,110.83
12.51,109.83
11.23,117
11.13,111.33
9.71,116.33
10.36,120.66
9.93,108.16
7.93,106.33
7.16,106
5.28,92.33
6.08,93.33
15.230983,104.83
18.1,105
18.1,104
16.45,102.16
13.3,100.5
8.2,78.83
15.230983,101.83
13.4,109.83
13.4,108.66
10.21,124.16
12.15,113.66
11.85,108.5
9.51,120.66
9.2,111.5
7.1,130.83
8.21,126.83
8.55,117.16
8,104.16
10.9,109.33
10.65,108.16
7.16,83.83
7.35,88.33
7.33,77
7.4,78
4.65,77.16
4.31,80.83
2.43,74.83
4.56,96.16
5.68,103.33
8.93,103
8.1,102.5
10.81,95.66
13.7,99.83
13.13,101.33
13.28,111.16
13.76,110.33
11.76,116.16
15.73,106.5
15.51,105.83
13.81,103.83
11.5,98.66
9.03,93.83
7.93,80.16
11.85,91.83
10.66,84.16
10.61,82.5
12.6,89
13.95,93.66
16.05,103.33
15.85,102.66
14.15,100.33
13.51,95.33
13.68,94.5
13.55,94.5
13.18,95.16
14.08,98.16
15.51,103
15.36,104.16
16.03,104.5
12.73,114
11.41,115.5
10.3,107.66
8.05,124.16
8.51,122.66
9.23,104.16
8.78,93
12.8,98.66
15.81,99.5
17.88,100
18.85,98.33
16.73,98.5
16.88,102.83
15.96,102
14.76,104
11.1,102.66
11.66,103
11.4,103.5
12.86,103.5
12.81,101.16
13.25,100
15.73,90.66
16.05,92.83
17.91,90.83
18.25,94.5
19.71,103.16
19.15,103.83
15.230983,103.66
12.96,110
12.96,112.33
13.4,102
13.5,103.5
12.41,99.5
12.76,102.33
12.3,96.5
13.63,99.33
13.28,100.33
13.16,104.66
8.48,99.66
8.06,89.5
10.48,92.66
10.2,100.83
10.46,103.33
11.46,103.16
10.6,104.83
10.98,98.33
11.05,102.5
12.28,99.66
11.58,98.5
11.03,101.5
6.4,91.83
5.91,99.5
7.61,99.5
12.36,103.5
13.93,101.33
14.28,95.33
14.11,100.66
13.06,93.83
13.68,100.16
13.73,98
12.81,92.83
11.6,98.33
12.66,96.33
14.08,98
13.68,99.33
12.65,98.5
13.66,97.16
15.55,96.33
15.26,97.5
15.83,98
14.81,101
13.28,100.4
12.85,98.66
12.6,100.66
10.71,105.66
9.51,105.66
8.96,114.66
8.81,109.16
10.63,105
12.5,104.33
13.36,99.16
13.818784,99.66
13.818784,99.5
6.323699,90.33
5.37692,95.66
3.712097,69.66
2.48,79.66
2.48,113.298412
4.23,66.5
3.28,66.5
7.66,92.66
9.48,97.16
5.06,83.5
6.85,110.83
7.91,121.33
9.18,119.83
9.26,123.83
5.36,154
2.71,263.5
2.81,250.33
1.7,260.5
1.6,214.5
3.45,107.83
4.18,98.5
6.46,82.83
5.85,80.5
2.78,100.16
2.41,232.066616
1.58,240.66
1.38,240.66
1.05,180.33
0.78,248.66
1.4,157.33
10.070135,77
9.76,102.66
9.76,106.5
8.63,108
6.13,100.66
4.36,174.33
3.06,260.16
4.16,300.66
7.01,293.16
7.06,332
6.03,122.253569
4.9,92.83
6.21,92.83
5.26,99.5
7.21,114.16
6.86,108
6.15,100.16
1.91,115.83
3,282.591513
3.91,289
2.6,289
1.83,293.16
1.3,122.253569
1.73,96.33
3.01,96.33
2.93,98.33
4.23,79.5
6.21,103.5
7.4,104.66
7.71,119.5
7.45,129.66
6.33,151.16
2.4,178.89211
2.03,178.89211
2.45,232.066616
1.71,264.33
3.28,264.33
6.13,291
1.88,178.89211
3.3,178.89211
1.35,232.066616
1.33,245
2.3,245
3.08,297.66
2.2,285.83
1.31,202.66
1.76,124.815387
5.25,109
6.45,109
7.88,96.33
6.51,108.5
7,101.33
6.43,102.5
8.81,103.16
7.03,106.33
4.93,124.5
5.51,228.83
3.13,275.66
2.33,277.5
2.66,193.83
2.25,114.33
5.25,104.66
6.95,104.5
7.01,114
8.46,109.66
10.61,99.5
9.45,103
4.86,92.83
5.15,93.66
7.18,103.5
9.48,105.16
8.6,108
11.1,102.33
11.05,101.33
11.08,105.83
11.11,101.83
11.45,106.16
11.58,110.83
9.81,120.33
8.96,119.5
7.85,109.5
5.48,111
6.93,105.16
6.2,114.16
6.91,105.16
6.85,101.83
8.41,100.16
9.7,100
9.95,97.66
10.45,102
8.5,101.83
4.95,90.66
4.03,91.5
3.1,98.5
1.9,68.5
1.05,38
1.28,37.33
1.35,58.33
2.68,78
3.58,104.33
5.1,108
5.55,113
5.03,122
2.6,182
2.78,268.16
2.46,337.66
1.91,299.33
2.96,331.66
3.06,122.253569
2.8,95.5
2.63,95.5
6.23,89.16
6.58,94.33
3.63,87.66
3.15,100.83
2.56,90.66
2.33,106.16
2.36,113
1.63,129.5
2.33,147.66
1.7,169.5
0.8,159.5
2.8,86.16
6.88,83.5
9.98,105.16
13.35,111.83
11.26,110.16
10.38,115.5
10.1,116.33
9.4,117.16
10.18,115.83
7.81,128.16
4.23,121.33
6.36,99.5
6.91,100
6.31,103.66
8.91,100.83
7.56,85.5
5.18,232.066616
3.41,248.33
1.8,248.33
2.25,261.33
2.26,259
1.33,294.16
1.7,122.253569
3.76,89.16
6.16,89.16
7.65,106.33
10.13,112.33
13.03,111.33
14.9,106.83
13.75,107.83
15.48,104.5
14.65,107.66
13.88,110.33
10.95,99.5
21.117618,94.66
18.98,101.5
18.98,106.33
19.58,109.5
22.78,107.83
22.13,102.5
4.566306,90
5.233708,68.5
17.604272,51.33
21.3,93
21.3,102
21.6,104
23.51,103.16
22.48,105
18.85,101.5
15.61,105.5
17.85,106.66
16.7,106.16
15.61,111.5
14.25,114.83
13.18,108
10.9,120.83
6,165.16
2.75,153
7.1,124.5
4.4,119.83
6.71,112
10.4,109.5
12.68,103.5
15.86,107.16
15.36,103.83
12.88,102.66
12,97.83
12.03,96.66
12.65,100.16
12.83,100.66
13.8,98.83
13.28,104
12.86,102.5
13.31,105.16
12.43,103.5
10.25,117.83
8.8,126.66
6.56,187.33
6.23,235.33
3.76,268.16
4.55,239.16
3.68,150.33
2.43,134.83
4.25,94.83
5.78,91.66
9.3,99
10.55,105.66
11.36,101
11.83,101
10.63,97.5
14.1,100.66
13.93,103.66
11.1,92.83
13.91,100.16
15.23,104
14.81,101.83
16.43,107
16.61,103.33
16.78,104.5
16.16,104.66
14.88,101
10.88,102
11.83,107.66
11.96,109.16
11.71,108.33
13.06,103.33
13.95,104.5
14.21,100.83
13.73,100.66
15.23,99.66
16.68,103.66
16.06,100.5
16.13,104
14.63,102.83
13.25,101.16
13.38,97.83
13.58,99.5
15.28,101.33
20.15,104.66
22.13,102.66
20.9,102.5
23.16,102.5
21.81,104.16
19.1,103.66
17.75,103
15.71,105
15.65,111
14.3,108.16
13.93,113
17.26,104.66
19.6,101.66
21.23,104.5
22.93,101.66
24.8,102.33
24.96,106.83
24.35,105.66
23.61,105.83
22.96,102.33
22.63,103.5
21.8,104.16
20.86,103.33
19.58,101.5
20.88,103.16
20.33,104
19.45,105
19.2,106
19.96,106.83
18.88,107
19.23,104.5
17.71,106
13.8,107.66
12.48,111.83
10.88,104.83
13.83,100.5
17.06,102.66
16.83,103.33
17.43,102.66
18.1,103.16
18.11,103
20.05,101.83
19.55,103.83
18.6,101.33
18.48,102.5
18.71,99.83
21.65,97.5
22.45,100.5
24.16,101
23.81,102
25.08,102.66
25.33,104.16
25.11,105.16
25.85,102.16
24.28,102.16
22.01,101
20.8,101.33
19.18,99.83
21.1,102
19.9,98.16
22.96,100.66
25.25,98.83
25.11,94.83
22.68,99
26.03,101.5
27.25,101.66
24.43,104.5
21.1,95.5
23.4,97.16
23.11,100.5
25.7,94.83
25.45,97
26.63,96.33
29.41,99.66
29.6,101
30.13,101.5
30.26,102.16
30.35,101
29.6,100.83
28.78,99.5
27.65,99
24.8,99.5
23.9,100.16
25.16,99
25.71,102
26.53,100.66
26.93,100.5
29.61,101
30.03,101.33
30.96,99.5
28.65,100.5
28.2,101.16
27.5,101.5
27.23,103.16
26.75,101.83
27.01,99.16
28.35,101.5
28.46,100.66
29.55,102.66
28.35,101.66
26.38,98.5
23.23,99.16
21.75,95
26.58,94
28.41,93.66
24.9,92
21.13,92.33
20.68,94.16
19.45,96.83
23.41,101.83
25.66,102
26.05,100.66
26.28,101.66
26.25,100.83
24.53,99.5
22.45,97.66
22.03,100.83
19.06,99.83
21.21,100.5
18.68,101
18.93,101.83
22.65,103.5
24.46,101.83
22.7,101.33
21.85,97.5
22.26,98.5
21.35,96.5
20.86,100.83
17.66,103.5
14.4,97.33
14.98,102.16
15.31,107
15.2,106.5
14.5,109.16
16.41,106
17.1,103.16
12.9,101.66
11.46,93.5
10.78,93.33
12.3,90.16
21.117618,96.83
19.08,92.66
19.08,97.16
19.96,94.83
21.23,95.66
22.36,98.83
22.45,100.66
21.9,99.16
19.06,99.66
16.85,105.16
15.65,115.66
13.5,122
11.96,124.5
10.95,119.66
11.63,115.66
12.01,116
4.75902,110.83
4.2,91.16
4.2,96.66
3.55,78.83
2.03,86.83
2.35,102.16
4,97.5
6.18,90.5
5.96,89.83
7.81,92.66
6.96,96.66
7.48,100.33
5.46,92.83
10.03,99.5
11.06,100.16
11.86,106.5
14.13,110.5
14.88,106.16
15.6,105.33
14.36,105.5
14.46,109.83
12.01,121
10.98,119.16
9.25,118
8.85,122.83
13.58,110
13.818784,101.16
13.818784,81.83
6.323699,83.16
5.37692,95
6.477532,61.33
13.818784,80.33
21.117618,100
21.91,96.66
21.91,99.16
22.08,98.66
20.05,101.66
19.11,102.83
18.18,103.16
14.71,107
14.45,113.16
14.5,108.33
9.55,124
7.93,134.66
7.75,125.33
5.41,116.33
5.73,146.66
10.01,111.5
10.25,112.16
10.38,107.16
9.1,110.16
10.23,107
11.66,103.5
11.31,103.66
8.75,96.33
5,84.16
6.7,104
7.4,111.16
9.33,109.66
10.61,112.33
12.51,108.5
12,109
14.36,102
12.88,105
14.21,105.33
12.68,105.5
10.25,112.16
9.33,109.16
7.4,116.83
5.78,123.33
4.55,136.83
8.61,116
8.93,106.16
7,114.16
9.21,120.16
10.71,110.5
7.7,111.5
8.48,97.33
6.2,106
6.7,118.33
6.23,108.16
7.81,108.83
8.51,110.33
11.3,103.33
9.46,107.5
9.73,110.5
9.35,109.83
9.88,113.66
11.71,114
12.18,110.66
11.71,112.16
10.01,113.66
6.28,127.5
2.5,199.83
2.1,244.33
1.71,218.16
2.21,148.66
3.66,137.16
4.51,128.33
6.05,116
5.7,123.16
5.35,126
4.51,117
4.7,112.83
4.18,113.66
2.8,125.16
3.88,102.83
5.46,110.66
6.51,111
9.43,105.33
7.65,104.66
5.13,100.83
4.61,118.16
2.85,228.83
2.53,251.5
2.1,281.5
2.81,257.5
4.35,152.16
2.66,134
1.71,210.83
0.58,122.253569
1.88,101.83
1.68,101.83
0.71,209.83
0.85,125
1.5,158.33
1.96,253.83
1.15,247.5
1.15,122.253569
1.18,103.33
4.13,103.33
5.51,108.5
4.25,89.5
2.81,88.66
3.25,102.83
5.45,115.83
4.78,129.33
2.53,202.83
2.48,211.66
3.41,242.16
4.66,271.33
3.83,236.83
4.68,260.5
2.16,226.16
2.38,223.5
1.11,294.5
2.31,122.253569
2.58,118.33
3.85,118.33
4.78,107.83
5.05,101.66
5.73,96.33
5.18,96.66
3.23,86.16
3.55,88.5
1.7,89
0.2,88.5
0.2,88.5
0.2,81
2.68,68.66
2.13,170.83
4.5,92.5
6.6,79.33
8.06,106.66
6.11,129.66
5.71,126
6.03,126.5
4.18,130
3.05,130.33
1.58,84.5
15.230983,103.33
15.96,105.16
15.96,96.33
12.3,93.5
7.96,102.33
9.25,97.66
11.7,102.16
12.55,101.66
11.41,100.5
12.26,97.66
12.25,98.16
12.33,96.16
9.96,96.16
10.7,99.33
11.06,101.33
12.05,103.83
10.68,112
10.73,106.5
11.71,107.66
11.61,110.66
10.75,115.5
11.46,115.66
11.33,101.83
11.38,107.33
11.61,100.66
13.21,104.66
14.93,102.16
14.1,103.83
14.05,105.83
13.71,106.66
13.15,106.66
11.1,103.16
12.03,101.66
12.21,99.16
13,100.5
13.18,102.5
14.01,102.5
14.88,104.33
13.3,102.16
12.51,103.16
13.15,102.5
11.53,101.5
10.58,101
10.26,104.83
10.33,102.66
10.25,107.66
12.13,110.16
11.85,102.16
12.2,102.5
12.86,101.33
12.55,100.5
11.3,100.66
11.53,101.66
11.88,101.33
12.83,105.16
13.21,105.16
13.1,101.33
14.46,98.5
15.56,97.5
16.06,98.66
15.68,101.83
16.1,104.33
17.43,102.83
16.73,101.16
17.01,102.5
14.28,103.16
14.58,110.83
11.7,113.66
12.06,108.16
12.56,101.16
14.85,101.33
16.58,108.16
17.15,102.83
17.88,102.5
19.31,98.16
21.55,93.16
19.33,98.33
21.66,97.83
21.56,91.16
20.45,91.5
22.9,92
22.6,89.16
21.05,88.83
21.01,88.16
21.88,88.5
23.4,88.66
23.58,92.83
23.18,96
22.86,98.16
18.68,94.83
18.23,93.83
17.1,91.16
18.73,93.66
17.9,94.16
16.91,96.5
18.91,99.16
19.06,101.33
21.65,96.5
22.46,97
23.43,95.33
23.6,97.5
22.81,99
22.16,104
21.53,103.5
20.3,100.16
21.93,101.83
20.3,101.16
20.5,103.66
19.75,104.5
21.18,102.16
21.2,101.66
18.73,105.16
16.3,105.83
13.5,112.83
11.6,115.16
11.7,114.83
12.45,115.83
13.05,115.16
11.6,107
12,110.16
12,111.83
14.86,108.16
14.21,107
14.66,101
14.56,105
13.65,100.66
11.93,100
10.83,99.66
12.35,101.33
11.11,97.5
11.75,99.33
12.65,98.33
11.91,96.66
11.05,92.5
10.61,96.16
11.36,107.33
11.15,110.5
10.6,124
10.16,127.83
9.01,129.16
7.16,111.5
6.66,120.5
7.1,120
6.55,101.33
7.18,106.16
7.41,101.33
5.7,109.83
7.15,113.33
7.65,108.33
7.53,104.5
7.38,101.66
6.43,102.5
6.13,107.5
7.51,96.83
5.81,93.83
9.48,105.83
11.71,102.66
10.4,106.83
7.91,109
8.06,119.33
8.1,119.83
6.51,137
3.43,229
3.61,267.5
1.75,263.83
3,152.66
6.55,105.66
7.91,107
7.98,105.33
7.18,106.66
6.36,105.16
6.46,101
7.13,108.83
6.31,126.16
5,116
5.85,108.16
8.06,105.83
9.25,103.83
8.7,106.66
8.7,108.5
8.25,101.83
8.71,103.83
7.45,108.66
6.5,123.33
4.58,193.83
2.16,228
2.45,243.16
3.96,273.83
1.66,203
4.76,111.5
5.95,124.83
5.88,110.5
4.58,99.83
5.98,98.16
4.4,98.33
4.21,110
3.38,149.33
1.68,219.66
2.86,123.83
1.96,144
2.9,101.16
4.41,95.66
5.66,107.66
9.7,98.16
8.23,92.66
7.81,104.66
7.16,105.66
7.26,112
6.73,128.83
5.45,152.83
3.1,178.89211
1.96,178.89211
1.56,171.527549
1.7,174.66
2.15,174.66
2.88,105.33
3.23,113.66
3.45,97.16
3.36,73.33
2.86,85.5
5.95,88.16
5.98,86.33
3.18,71.33
5.56,84.33
8.15,92
5.23,75.5
4.43,122.253569
1.65,110.5
3.55,110.5
4.5,92.5
4.23,84.5
7.91,112.5
9.76,118.33
11.41,123
7.6,138.66
5.58,141.33
4.83,132.5
6.66,117.33
7.8,112
8.9,104.33
10.76,99.5
12.68,100.83
13,104.16
11.93,109.33
12.6,108.33
12.23,104.83
11.96,98
13.03,97.33
13.63,99.5
15.13,101.16
14.66,101.66
13.9,99.5
14.35,101.5
12.63,102.66
10.28,102
10.28,118.16
9.71,110.83
7.38,117.33
5.83,120.33
3.93,163.33
4.3,153.83
6.85,119
8.36,111.83
9.35,108
9.46,113.83
9.61,106.16
9.3,104.66
10.38,105.16
9.25,99.83
6,90.5
6.8,101.66
8.16,100.66
9.23,95.83
7.16,75.66
3.05,110.83
5.4,123.66
10.070135,82.83
12.31,96.66
12.31,102.33
12.48,106.66
13.11,106.33
11.35,110.5
10.16,118.33
10.05,123
8.85,130.83
7.9,132.66
4.86,111.83
3.86,86.5
5,97.33
3.71,108
1.88,75.5
5.05,85.5
1.88,178.89211
1.18,178.89211
1.98,113.298412
2.23,52
1.61,52
2.25,75
6,82.5
9.06,94.83
8.56,98.83
7.76,107.83
7.83,107.83
7.6,112.83
6.5,124.5
6.18,144.83
4,241.66
3.65,295.66
3.41,289.5
1.75,194
1.28,227.5
1.75,120.66
2.18,178.89211
2.01,178.89211
0.51,232.066616
1.83,268.5
2.45,268.5
2.5,279.66
2.36,320.33
2.38,324.5
3.86,313.33
3.08,289.33
2.88,305
2.83,324.33
2.7,296.66
4.11,256.16
4.63,278.66
7.23,332.33
6.88,321.16
6.21,309
6.6,279.5
6.38,290.16
5.93,293.66
6.2,301.16
5.15,294.16
5.31,291
5.5,289.5
6.46,289
6.46,285.16
7.5,290.83
4.8,184
3.56,202.5
2.98,218.66
3.96,240.33
4.45,244.33
5.73,249.66
6.43,248.33
5.4,253.16
4.05,254.33
3.75,236.83
2.51,216
2.7,190.5
2.71,179.66
4.53,114.83
3.51,139
6.11,121.66
6.85,125
7.2,122.66
9.58,108.83
10.25,108.83
10.96,108
11.81,107
12.16,109
12.31,110.33
13.01,108.33
11.65,108.5
10.6,116.16
11.88,117
11.01,117
11.15,113.5
10.76,107.16
9.91,113.83
8.65,115.16
8.41,111.33
6.96,115.83
6.68,126.16
6.38,114.66
6.61,124.16
6.43,122
6.2,124.66
6.5,111.5
6.46,111.16
7.21,99.66
7.2,102.33
7.05,108.16
6.8,95
4.46,82
8.78,109
10.35,106.66
8.53,104.66
8.43,111.16
6.9,128.5
5.61,140.33
3.1,191.5
3.2,231.5
3.71,250
3,265.5
1.85,209
4.81,110.66
2.5,48.5
2.11,104.16
4.03,101.83
3.25,96.66
2.63,68
1.45,177.83
1.58,281.83
2.68,273.66
2.18,334.16
2.8,178.89211
2.13,178.89211
2.78,122.253569
1.13,96.66
3.68,96.66
2.81,185
2.25,184.16
3,233.5
4.2,243
3.81,255.33
4.86,255
5.45,266.16
5.5,266.83
3.75,275.33
4.11,322
4.15,347.83
4.51,344.33
4.9,250.66
4.48,122.253569
4.4,78.16
5.5,78.16
6.53,69.66
6.3,166.089332
8.45,112.336168
8.16,112.336168
7.98,112.336168
8.46,112.336168
7.3,125.816316
4.4,232.066616
2.73,256
2.78,256
4.11,244.83
4.56,250.33
4.96,250.66
5.15,249.66
5.63,253.5
4.68,258.83
4.15,277.5
2.65,207.5
3.46,101.16
1.91,178.89211
3.26,178.89211
3.6,178.89211
2.75,178.89211
1,282.591513
1.35,287.16
3.1,287.16
3.31,302.16
3.48,122.253569
2.45,100.5
2.88,100.5
1.88,74.66
3.08,91.16
4.3,104.83
3.38,189.66
3.31,250.5
